,SHA256,NOME,PACOTE,API_MIN,API,vt_detection,CLASS,VT_Malware_Deteccao,AZ_Malware_Deteccao;
60836,2ef52298cee3aa8a6d371346501a1b18600027460d2f344e2ea54a7da71b4b65,造造,com.zaozuofu.sjzt_c,14,21,4,0,4,4;
60837,2ef5240950b49102c22a69dd18c3fbad71e435e2dad9961b47500bbd2d183f15,MPSC (M.H) Hindi,com.mpsc.m.h.hindi,17,26,0,0,0,0;
60838,2ef527d5b5b77f938d8051cad3b65db2ecb66ecb68c9d2ac90a01b57c9e18cee,Flute Audio,com.StripeCloud.FluteAudioSound,14,28,0,0,0,0;
60839,2ef532ffc276d83394a11a248a16fc75125884c2097138a842d8850f9b998c8e,全亿好药,com.qw.android,17,19,2,0,3,2;
60840,2ef53372d8e50483e9ec456e5be4a9600d95515a43954f64956bd34a90b606fc,Wannonce,com.wWannonce_12527865,19,29,0,0,0,0;
60841,2ef53fbd0b9edb0f0e56a8a089c87c20c5c0d495e68f0090db6f5342b1e4fe7a,Brick Tetris Classic,tetris.puzzle.toongstudio.brickclassic.blockclassic,16,27,0,0,0,0;
60842,2ef543b9c0790b40a3736df58380bbee22d907c1ad3ee0d1662db8f9197223d8,Tracer2,adn.Tracer2.Free,19,28,0,0,0,0;
60843,2ef5454373b9dca406c3c0f03ec0ec378bb79129eaacf35212c8f53452782a63,Grand Stunts,com.project.grand.car.stunts,16,28,0,0,0,0;
60844,2ef54a890078fb6c0ce899b89154afc4b1104eb57adeed635ec1a3c5acedb4e6,Top Mandala Coloring Pages,com.bookgames.top.mandala.coloring.pages,16,28,0,0,0,0;
60845,2ef5673bd1d68426a1426f9ef705d6516d95dce437b60efd94c3811523df47ee,Shadow Run,com.Nitheesh.ShadowRun,16,28,0,0,0,0;
60846,2ef5869933d990e2300121c583bd5c34a4545627b62091a2849be8e7c51dac99,CloudCal,net.cloudcal.cal,15,26,1,0,0,1;
60847,2ef5872fa3dd8b60ef5cc4a0ff47ac87d2493ccc6867de908743dbafcfd99b4d,如约行,com.ticc.RentBus,11,19,5,0,6,5;
60848,2ef592ca010f5ba4b3896f1e65ca8bae7e904f74b5d2e0931e2b064a2a6b6316,Industrial Automation Tutorials,com.automation29.forwa.industrialautomation,15,25,0,0,0,0;
60849,2ef5961cc3014c6c03434c0f1114157bb28fad2145457ac5b9e0ba141f0021f3,Phone Share,com.qihoo360.feichuanAbroad,16,23,1,0,1,1;
60850,2ef5c04e1acf82e324647e9bd231a01fb542094cda0bfac2285a33ea3806cd9e,Mali Flag,com.app4joy.mali_free,16,29,0,0,0,0;
60851,2ef5d03a10f4c95bd547113c8ffb1aeee562cca82f631b63ce2603675518954b,掌上青岛,com.new_qdqss.activity,19,29,0,0,0,0;
60852,2ef5d495549015ab5eba899a8daec3872c8fc1224cb57c575b66ec9ad02e32ce,HD Wallpapers,com.hdwallpapers.lrx.live,19,29,0,0,0,0;
60853,2ef60342b4012b3388e80ca288d5ae6e8053576b0c38ab03e57af4069c3ee0a3,桂聘,com.vvjob.m,19,26,0,0,0,0;
60854,2ef606df5ed5ec93c4d0f709e8c5a7cb7cefd06589f2a9e373e62f3112a72535,Bihar Darpan News,bihar.darpan.newsrikku,14,27,3,0,5,3;
60855,2ef609cfe23b688605742883cddac8000ba9327cc34042e609b71d8a303ee66e,VOA Tigrigna News Radio America,com.exlivinapps.voatigrignaradionewsamericaappliveusa,19,28,0,0,0,0;
60856,2ef61498bcaaa3c6f2d36e3a271a94b1695ea2ae3a5d3a1984b4ee6c963c1f6f,DWSIM Simulator,com.danielmedeiros.dwsim_simulator,19,27,1,0,1,1;
60857,2ef63c9f39ed5a59277581d3b92eafeea6933ead0d7006b0d6b73eff8d53932a,Dress Batik Inspiration,com.A1DressBatikInspiration,9,27,5,0,4,5;
60858,2ef65be30d5a4544d71a9657dd030fd8e252c885e89ae3c85172087653cbb702,爱聊天,com.ailiaotian,14,21,4,0,8,4;
60859,2ef662b5deca1b4b59506afa5dcebf6aee1b5943beb63549e1d0c2d96d652975,Beter Bijbel,com.orangegears.beterbijbel,15,26,0,0,0,0;
60860,2ef6640709767836229066bdf40107a56d303e1637517821a013667c92174db3,Delhi Crime Nazar Sab Par,com.hindinews.app,19,29,0,0,0,0;
60861,2ef6a1dd59fb36f29dbfbc5a6dad91161be991ca6da324f62783e5089c5c0abc,Mind Free App,com.mindfreeapp,19,21,1,0,1,1;
60862,2ef6aa8f679fdfaf1b03f03556a95121b045f83cd4f3d006f0ed19f8324b4d11,Bola de Neve Oficial,com.app.p8312EC,10,26,0,0,0,0;
60863,2ef6adc3f3a2e8e189e45b4b1e865f82d16cd4c18f58bcf9e2dd4e9907d59d46,Nostalgie Vlaanderen,com.blexcorpradios.NostalgieVlaanderen,21,26,1,0,0,1;
60864,2ef6e35cfca1011c527e9922b38931d5662f190b3f1ca91fcea1c33d7d0e5ce1,LCCU,org.lccu.mobile,24,30,0,0,0,0;
60865,2ef6f6d693219414b4a9fc5d9075bf161405de91a0286a93699f4a0a79a282dd,КПП МОТОРС,com.wKPPMOTORS_9621839,16,28,0,0,0,0;
60866,2ef6f95bb445cbfeca8f753deb450fc3f8389be7ced0dc3c09271b5ec4cfc6ed,Taiwan VPN,free.access.unblock.proxy.taiwanvpn.vpn.unlimited,17,27,0,0,0,0;
60867,2ef70a042d30b213b310402bccea8a417255ee2085b0e7e7315ab5b2e48e595f,FDR Bank List,com.fdrjahid,14,26,2,0,1,2;
60868,2ef72c1b9ae50870abf6126eac41ae0c4efff4ac7c4652628b3e6d0cb3d1b7e0,Spot Differences,com.sean.differences.seangame,21,28,7,0,17,7;
60869,2ef73ad69800e8d1c88a5551490dd109bf26d4573534d26293c8dab1a6816004,Cynthia Morgan Lyrics Music,com.edholtribune.cynthiagan.musicpluslyrics,15,23,2,0,3,2;
60870,2ef74cfb2493ffeef4f6896181e87c16227f058b8dee0168388fc70d80814a0e,Wildlife Snowfall Jungle Red Deer Shooting HD,com.glacticogames.wildlife.snowfall.jungle.red.deer.shooting.hd,9,28,1,0,1,1;
60871,2ef75e0230ed6597b0a5e5f5b19bb68fa3babb0e6c5fcce81a1f0a5e0063689a,Easter Escape Room,air.TTNG.EscapeGameA44,21,29,0,0,0,0;
60872,2ef75ea13f60c020757edbf83bd46af074b842551217d077a8ad4810814ff46a,Victory,com.subsplashconsulting.s_T9JZ2K,19,29,0,0,0,0;
60873,2ef76228466c78772c4ad702cda35f8f55149029ac728a87cd8dff55bb8febda,Select,com.employbridge.selectstaffing,19,29,0,0,0,0;
60874,2ef76979cd71281fb3a4d8a30ac03c08915cec62bbff964b2a92490cf4ba46aa,Indira Gandhi : Biography,com.indira.sundutech,19,29,1,0,1,1;
60875,2ef7970f98e2f6eacf76c0bc8c5a00448ae42aea1004333ece4cd7a59f91795d,Ordbok,com.farlex.ordbok.norsk,16,28,0,0,0,0;
60876,2ef7c24b273f879f98c464cca23910703a4dbf11beef9076445b8a3c2afdf5d8,神利金,io.dcloud.H5B452B93,8,21,1,0,2,1;
60877,2ef7cf57773dbe5b29e8cb8b1dc08cd3bb4255fd3d339404a15b0744a7e531d1,华安徽赢,com.thinkive.android.invest_ha,16,28,2,0,2,2;
60878,2ef7d380c766a7d4df4088fec729816bc1309af1724053f25a286612cb3874b8,WiBee Talk,com.briniclemobile.wibeetalk,16,28,0,0,1,0;
60879,2ef7ea7b795ceb335e2645858ff9f3d87e803681f66f5decdc8ff50b0d088c65, Privacy Lock ,com.leo.privacylock,14,26,0,0,0,0;
60880,2ef7efe5c182f9a3e85880dbe13a85b9ab4dd6276f2350a3177090ab61a56d17,Kinemaster Guide,com.Guide_For_Grand_City_Theft_Autos_Walkthrogh_Tips_Hints_Tricks_New,19,29,1,0,1,1;
60881,2ef7fe582eca0bf9f9e3962b0347aeb3edd5c5d8c6a95f1f37da6dd2305b1b47,bàn có năm chỗ ngồi,com.ibook.banconamchongoi,14,21,0,0,0,0;
60882,2ef82edaae7c0b00ac7f2b21f1d7f2a2f2290dae26bb7381a6d5a569bd7da34c,Super City,air.SuperCity,14,19,0,0,0,0;
60883,2ef846bca63e271f3dc43e8970d0a36cec314f8b45df1dd977616fd9af407551,一刻相册,com.baidu.youavideo,21,26,0,0,0,0;
60884,2ef84f7f41e8e20951af27847c1fb25bf934acafdff35b14630a497f57a7586c,音悦台,com.yinyuetai.ui,16,19,10,0,9,10;
60885,2ef8527d67ad80ac9eb16118269abcb4409dd984716edd41487c0d33ed3fb3fc,Jeff Wallpapers,com.JeffTheKiller.CreepypastaScaryWallpapers,16,27,4,0,7,4;
60886,2ef8957b8abb482c0f656fc401f91eec1d854b16423244d11b4b08c1e8963780,JanManch,janmanch.com,19,28,1,0,1,1;
60887,2ef8cadc7eb33529da4b218fe3f8124450cf6ffce073f4802da50635e310987b,Niat Dan Doa Mandi Wajib Terbaru Dan Terkomplit Forex Tranding Online,com.niatmandiwajibterbarudanterkomplit.forextrandingonline,15,27,0,0,0,0;
60888,2ef8d0507514f70f55e6f708b4eb8b8485e7a05529b0836b73eb0a7fcbe6f547,ARD Mediathek,com.voipfuturo.ardmediathek,19,28,0,0,0,0;
60889,2ef8d084538cf2a4a7c11913b71a9c13e05a74661c8bce463a30f0ebb2759c6e,云听,com.shinyv.cnr,21,26,5,0,5,5;
60890,2ef8d389989f394a71ef70175514cb5db9cad46258f29da63ad479fc2d02f9d5,Be The Light Tv,com.app.btltvs,19,26,1,0,1,1;
60891,2ef8dbbf45f08b870bb94e298e52f0d2814f397de85269e0c76fe736f4443dde,Granny Sponge Chapter 2,com.grannysponge.grannytwochpter.grannypennysponge2020,19,29,0,0,0,0;
60892,2ef8e1e7152d22e8024f29763dbd916bc44ec5ad9fdb91e96b0e3f8f8032eae9,兴奇购,com.xingqishop,19,26,7,0,7,7;
60893,2ef8e1f3b43a44ab836909a9b3b803cf35e943b33b1e72496112321ad589d282,Guard Viewer,com.app.phone.mobileez4view,14,28,0,0,0,0;
60894,2ef8e63a7d503961fd17ecf78a138b85c22d582c7e583c5f8c75be7aa9bdd931,myFamiris,be.famifed.myFamiris,19,28,0,0,0,0;
60895,2ef8ec8a9b6c38df5cdf07f498870bddbdd58ba10f84c84be4f45a60139fd55b,Near,com.near.aec,19,30,0,0,0,0;
60896,2ef91f0eba36db20fabbcde19aa4d3ec64fe584ed21e404fd8549d8a97470cf9,Real Off Road 4X4 Jeep Adventure 2020,com.visiontechs.realjeepoffroad2020,16,29,0,0,0,0;
60897,2ef931035be8fe27c3935c9babeaf9afc5468af872e542f7460a9542acbc10ab,ANAS AREMEYAW ANAS,com.anas.aremeyaw.anas,17,26,0,0,0,0;
60898,2ef935cdba73da4747529f01feb139c70045d6f189867bc0a8a71d3a7c750814,Fildan DA 4,com.appybuilder.indra27ade.FildanDA4,14,22,2,0,1,2;
60899,2ef9497480d6f3e5a8c61b12a77a68ef0368d00cff618cc0ca008b5e94960cdb,Tribun Pontianak,com.wTribunPontianak_10091838,16,28,1,0,1,1;
60900,2ef955657f78d30a6fa97302ba2c1b4b38f28bb6da8e4a7697a4272eeb22603e,Suit For Men,com.ModernSuitForMen.Margod,9,28,0,0,0,0;
60901,2ef95874a871e1c3921b30fc87c92c073cb03ee9657287728faa97f0590057ef,Expense App,continiaexpensemanagement2.droid,26,29,0,0,0,0;
60902,2ef96a77eb3e64dc21790d72419ff45f04970474c59379dd6405d738df77a9f3,汇盈软件,nom.amixuse.huiying,19,26,4,0,4,4;
60903,2ef96ba7132c235b81ba9fea2f3bd7247274b08a5afd7c945f9140930219f90f,雅昌交艺,com.artron.mmj.seller,19,26,0,0,0,0;
60904,2ef96f43b9151e157c50b0c350c7ab7bc4312bae04d9ded3f572ba0d9b89c6c9,Bucky's,com.buckysonline.buckysapp,21,28,0,0,0,0;
60905,2ef96fddee69988d275d736079b239324925ff384d638535a2c2a87cf5c0b495,Ximalaya,com.ximalaya.ting.android,18,28,0,0,0,0;
60906,2ef98f7d794915bab89a8c6c3d4e298fc39cbc48a45774cb060c8af2e623ce08,Bird Watching,at.modalog.birdwatching,16,27,0,0,0,0;
60907,2ef9919fab072849606ad2f1c5e4dff7203074ad0f8a1e307e8081481c7114fe,西顿智能,com.cdn.smart,16,27,2,0,2,2;
60908,2ef9aea4e801fdc3d3f4b48d7dd620aafec91d3690706eb399c8b3ce6597909f,Spider,com.crazygames.spider,15,27,0,0,0,0;
60909,2ef9c6c433be840e661bfbee113ecbd1454bfd21e3dfa3806e1ae42b2ca09650,Toyota Driving Simulator,com.caruyh.aosgiuy,16,27,2,0,2,2;
60910,2ef9c8a76f95408d2f209ecd667c9a8484303ff726f646a809918be3aebc9ded,SeatleTacoma Radios Online Free Download,com.gracielamedina.seatletacomaradiosonlinefreedownload,15,23,4,0,4,4;
60911,2ef9e75dafa8515807289716f363a0b97d94adad3ef4eea4317508c7ff18399e,M G K,com.sahibasheer98.guide_test,19,30,0,0,0,0;
60912,2ef9e7ac5d29d4ce7aefcfe5a4a919af8a846307a69f5efc98e626103ad8e68d,Johannesburg Pride,com.begeekings.JhbPride,14,26,0,0,0,0;
60913,2efa051390a051aec7443c6c42e156ceab3fca9ad322188a780843e560e83aa3,GREAN FLIP,com.chakkitpp.greanflip,15,24,0,0,0,0;
60914,2efa084b7013153764e2e22a8aec4b7f1ddf693ce022038345b70f2637928a90,Photo Collage,collage.photocollage.collagemaker.photoeditor.photogrid,21,29,0,0,0,0;
60915,2efa283ce978b76ad29752f8de1e7a00ac4c71d88153369fda07436cd653d29c,Ivanti,com.landesk.fuse,14,23,0,0,0,0;
60916,2efa333173455d7054eabe12ede41b730a0abecd51652055be2a223d788c29b2,mod vapor,com.modvapor.rigall,9,26,0,0,0,0;
60917,2efa3ce1044bedb9bb65eca2781a715b85d4c6f0cb3ac3e0c5aa23c9ae9cccea,Medsmart,com.talkingmedicines.medsmart,21,21,0,0,0,0;
60918,2efa3e7c59d8dc0357a6bb15f7e3bbb5052705ae97eaa5a357685d856f6aa126,Yandex.Taxi,ru.yandex.taxi,21,28,1,0,1,1;
60919,2efa4256ef6681b9a782bd0aec0fccd7b6ee602ae42dcef63d666404c8ae633e,Space Corgi,me.nextdoors.spacecorgi,23,30,0,0,0,0;
60920,2efa44b038861eb6f45576e0f0994fcd5b4ea39eee06fa980a797651fd200fb7,iSearching,com.lenzetech.isearchingtwo,21,28,4,0,7,4;
60921,2efa46da4516784fea297b40261344a18f74245f6336f00c4df507901d7f81a0,Alphabet Tablet,com.kidsTablet.EducationalFun,16,16,0,0,0,0;
60922,2efa5ba1cd2f06f86268d2d02c3c169ea0fab41deb78aad2959287c2be8085a2,Dishwasher Expert,mobi.androapp.dishwasherxp.c9359,16,28,0,0,0,0;
60923,2efa718d3f3d446500687c3d2ea20cb6f81bda4da42c649343817475bf86c0fe,Best Arabic Calligraphy,com.fig.BestArabicCalligraphy,9,28,0,0,0,0;
60924,2efa762e8f81df7c42caa6203b9f5432cfc677c9e68912e1824e75b6f9e26a6d,AIA Indiana,com.bluebridgedigital.aia,16,23,0,0,1,0;
60925,2efa79c2e475c288f406fdc307b319ffd3776e0b610721fc43ad653d67d56ab7,WeNet校园,com.xinlu.wenet,19,26,7,0,7,7;
60926,2efa944c4e96b9ffae349fe858a51bdb1dace93fbb4983a46c2e9187d674c8f2,Flapy Gigi Matematician,com.Amarai.FlappyGigiMatematician,16,27,0,0,0,0;
60927,2efaa0aa9e7ff119973f8edcf0a772a71bcf8f2c4229035d3cbba7fd13248ecd,阿姨来了,com.mrocker.aunt,19,28,0,0,0,0;
60928,2efabdfcf3a01d0ceeacb373d369506c638dfe0adf0168d8d02be57d8fc3c9a6,Kitab Kematian,com.pucukdev.atthawasinalazalkitabkematian,19,29,0,0,0,0;
60929,2efac8723238b613a211a1098642ac9321e4955dc81ee5bf897aac1e1bfca2f7,Free Ringtones,com.world.service.Rington,15,27,0,0,0,0;
60930,2efaccfb46d6a61b38b1d7fa336e304d4406b70fee56267930fe4077897124c5,Video Downloader hd,com.adancarter.downloader.free.videodownloader,15,28,0,0,0,0;
60931,2efaf3de9a8c3efcf6f5a743d4e2860f70c5bc9ec30f823bbd14ecbeb8e7b127,Vyazanie – vashe hobbi,net.magtoapp.viewer.vyazaniehobby,11,27,0,0,0,0;
60932,2efaf4ca5511e59f1940b1caee092cbe84a335e2d0823556730a804cde22cd86,Cache Cleaner,com.tentalabs.cc,21,28,0,0,0,0;
60933,2efaf5c73828cd776f12339648d4b40309227f317b660749e686c5eedc1f0b22,acg里世界福利版,com.yxxinglin.xzid359653,9,18,26,0,26,26;
60934,2efaf762999f0c44a3e30fcfd2d76dbcb7cb6688767164ea96182d43f3022799,World Soccer Cup 1990,com.novoldgameworldcupsoccer.qr,16,29,9,0,11,9;
60935,2efb22f5d34337faedcad75fe120ae8696903c6b81476686831156c68c268b37,Front Elevation With Porch,com.elefront,9,18,0,0,0,0;
60936,2efb36f5dd1b124ca68ddae60ba8411550c0ed9fff6258cbc3af22aa825adacc,club messenger gold,com.wclubmessengergold_13331291,19,29,1,0,0,1;
60937,2efb3ec6bdae1e22ca51949d11aefc68aa8b11efe22aee13d33100fe76e53e27,Все для Вас,net.magtoapp.viewer.vsedlyavas,11,27,0,0,0,0;
60938,2efb406d43c1ff9226d508a58797155ceb24e58075e6327a237fc8566d1c912a,e-mark,com.colop.colopemark,21,26,0,0,0,0;
60939,2efb41adb354157f801a04d9d0bbacc6b344f560f3052efcfae59060c04714c2,TaskTracker,appinventor.ai_adiapplab.TaskTracker,7,29,0,0,0,0;
60940,2efb583c4709fba1a03f6a1ebb58bad38b68b7a4e3e5812613b32f926c821b8e,قصص,com.w_9718930,16,28,0,0,0,0;
60941,2efb8148bc83145a81c8d8aa1f10c017eb0bdc99d685813323d2f3a3633b1edc,Rolling Angry Halloween,com.Game.AngryHalloween,14,26,0,0,0,0;
60942,2efba2ef3457ec5da114413a90a6340fa43fc4f4b2f461cfc08977cf293d358f,Number System,com.learn24bd.ns,16,29,0,0,0,0;
60943,2efba973965ea13028986720d6433964bc4ccc9dc9ff15c3210ce5ffe57d0792,Radio Fun Bucuresti FM APP STATION FREE,com.yasadri12.RadioFunBucurestiFMAPPSTATIONFREE,21,26,1,0,0,1;
60944,2efbc9d474c24c9bf0a6d4db36f82619c1276f2f7e62948bb900e353fc9c5151,Aplikasi Desa,io.kodular.alpanbuhori00.APKDESA,19,28,0,0,1,0;
60945,2efbe97fe5fe45deb6c6444b1530cef1437428cbb39420fc15f0834d8a743bcd,LIBROS GRATIS COMPLETOS EN ESPAÑOL,com.libros.gratis.completos.en.espanol.realidadbcom,17,26,0,0,1,0;
60946,2efc1d1fc51f252ef90e1697067078b1070f9c1fc8560b486142c665df62a302,OBD JScan,net.clever.obd4u,19,29,0,0,0,0;
60947,2efc2323ba48a3818276339144abd71d426b5cf5b68e833eecafecf923659247,Oppo Mattress,com.eramandeep_07.Oppomattress,14,28,0,0,0,0;
60948,2efc42af5a17d0cc41915c8e90e730ec980342f3601ce4b77dc1cbe6935c2904,Tiya,com.huanliao.tiya,21,28,2,0,2,2;
60949,2efc46881ca61d9b357f0dd6d778e62515b4f62982c9c2eb5c8c81072e8bcf4f,Mad City 3 Office,com.TFG.MC3OfficeWars,9,28,0,0,0,0;
60950,2efc5b1de6c6c8f709bcf0137900fc62b1256929009b0911e56cf40bbd008c2b,Sevcan orhan,com.devanos.servan.orhan,16,27,0,0,0,0;
60951,2efc7bdb14df2fe16eeb559b7a9f8936e3c70b39836b3798ffd0b483e49bec88,KB스타알림,com.kbstar.starpush,14,23,0,0,0,0;
60952,2efc7eeec23dcf30102d6e077995805deb5ef9ecee021b27051f621960b9efd1,UNBK Pertanian,com.ALBarokah.SMKPertanian,9,28,0,0,0,0;
60953,2efc807e8aa91299515034db9b186f194fc25a741df82a74ff8215bb3d80c5a7,Dirt Bike : Motocross Driving,com.grdmobilrace.motocross,14,26,0,0,0,0;
60954,2efc8d5cf3cb45016c791ec6918e7fa6a4e653f758ab454f364f28efcc247a41,视频MD,com.svo.md5,21,27,6,0,7,6;
60955,2efc920debf0e009a134fa8a1c98bf82e87b80f4fd636d4256be685791087430,MagaBook Timeline,com.magabook.Timeline,21,28,0,0,0,0;
60956,2efc9bf995898a820d1292853edf1436fc058a93b513e2fb81473dd1f4a53ac5,Get success in 30 days,com.success.someday,9,17,0,0,0,0;
60957,2efccb3532aaef2da9a1af1bef9c58ea3c7ebfca3fae6e4b8bffc9da59941121,Cube Escape: Seasons,air.com.RustyLake.CubeEscapeSeasons,21,29,0,0,0,0;
60958,2efcd57b68dbc8e1904f58cc3112c8edf11a8f12839a85a5985b317bb96a5ba3,Magic Fairy Cupcakes! Glow In The Dark Cupcake,com.kaf.magic.fairy.cupcakes,16,27,0,0,0,0;
60959,2efd040b92ccacf456d688c0fe9e0df85f7d133c4ddc7dc8e0303b76c92f80eb,iDeyPay,com.ideypay.android,16,28,0,0,0,0;
60960,2efd0a9e01d52b85301cb242019e1fcfb4dc3487303630d0ab6e09dd539858f9,CAPS Realty,com.capsrealty.stack,16,25,0,0,0,0;
60961,2efd159cc4f821d703a1aab031029ccbec0101c96e7d4d4e65e6043af28a89e7,How to Make Spider Hand,ru.brothersappsandgames.howtomakespiderhand,16,28,0,0,0,0;
60962,2efd25d3fb022eaefecfe3456bc654243fed33841148d1ea486559c6fc92dbfa,校园安心付,com.zhihuianxin.xyaxf,21,28,0,0,0,0;
60963,2efd3038d513a513d1e981b0493c027987225731cbdd1467a746cdaf3f2e149d,Tourist Coach Sim,com.play.vertex.tourist.coach.simulator.offroad.bus.transport.driver.apps,16,28,1,0,0,1;
60964,2efd3437875303dc8c230861f16679d956088f0f345afe847ada2bc5cbc7504c,师董会,com.huitong.privateboard,21,28,2,0,2,2;
60965,2efd4404eb45f148366024b61ffadb383c9e65bd71a795d63392804baca36cb8,Pixel Motion In Photo,pixel.motion.photoinmotion.liveinphoto,18,27,0,0,1,0;
60966,2efd562003d30481d6cb20bf27601718c831c3df66c08f4ee084e609a874c176,忙么事,com.ttapi.mangmeshi,9,20,7,0,6,7;
60967,2efd59af550198df6f2ef6c0cd17208ec53eb80d68fc4e2658ca8fb4afd949e3,HallyLatinoRadio,appinventor.ai_htr92_3fm.HallyLatinoRadio,7,7,1,0,2,1;
60968,2efd62d1b5c5ae0dfe44ca9be435be89eb9263478df37f0577732aa4d537795c,优托邦,com.cn.utopa,19,26,10,0,10,10;
60969,2efd7ac5d3e4e8731089ea2d50cfd1a3fdc00f0bc0e5c9314962fd71b44f94f4,酷蚪,com.dinpay.trip,17,26,5,0,9,5;
60970,2efdb0d69c25b36ec928222bc73cbb71ab0d459318c9e31a0bda42f3e9d79740,SovHope,com.sovhope.org,17,26,0,0,0,0;
60971,2efdca77d22ad5f36f1f79655e8182e2bec7a2026262a92e03a52247a785b288,VetsApp,com.app.vetzfojt,19,23,1,0,0,1;
60972,2efddcca269b51ef63ed1088e67ffcf57581bbfe9f5fa4be42342cf67402c8b7,Impact,com.crunchtime.Impact.Android,18,28,0,0,0,0;
60973,2efdddcec90708a76b58a9836542d8e906e216a9d74fc4b1ba62dd936f383b35,Waterfall Wallpapers,com.appmakerz.waterfallwallpapers,16,28,0,0,0,0;
60974,2efdf7c83fe2ab098976dad679986716213f6dcf27dde74a5f3bafb7866532de,海纳智投,com.sz.nniu,16,25,2,0,2,2;
60975,2efdfef739106ed99181d704bfcf3d70d0c14d462a27da3117097d18539ce42f,ভালোবাসার এস.এম.এস,com.goappsbd.lovesms,10,26,0,0,0,0;
60976,2efe030a787a460dd000363b3475fc0f65be17a57ca561ff23351d41835aff4c,True or False,zebi24.kviz_eng,15,27,0,0,0,0;
60977,2efe34a35f0ce564b73dee440b24b052aa14b7be9bea043a2e209e75b1a5e03a,Dark Riddle guide,com.Riddle.us.mod.for.atlasmor.pe.mcpe.addons.maps,16,29,0,0,0,0;
60978,2efe41e41f39250c77c7eb8df0be24338609aa399c0353874ab74fb9683eec3c,BeWasteWise,net.recollect.stalbertab.waste,16,29,0,0,0,0;
60979,2efe7afe9c2408479c59c7a499475c3b3ed55d30e49c4a9c0061c71d647abefa,Skin and Tonic Ltd,com.saloniris.skinandtonicltd,14,19,0,0,0,0;
60980,2efe7fa632e702e49b4edcad404129ff665e5e060c0f0c6e175c3607ce61ce8f,e動郵局,com.mitake.android.epost,21,30,0,0,0,0;
60981,2efe96a8f6af01610f7d05d9427e2a9e33a821d045f92cc5388da03a8606ea60,教练宝典,com.handsgo.jiakao.android.kehuo,19,28,0,0,0,0;
60982,2efebd22d91784d0dd76449df8838ca6f666015f5bab2cf4a4eda51f2ce38a1c,Meethaq,com.ducont.meethaq,24,30,0,0,0,0;
60983,2efebf186ec49e065c7962bc8f7a8cdeca17b9cead29a8ef438d72fb90500124,黑猫小说,com.sz.blackcat,19,29,1,0,1,1;
60984,2efecbc5af43900f7419e715d89c5fffefab85fe1878069d78b26c8a7be503d1,橘子巴士app,com.yxxinglin.xzid127740,15,23,2,0,2,2;
60985,2efed4bad1deeadec1edc8631eee069e9a4dcba359aa141f312b64a461432ff7,Hell Clicker,com.ap.hell.clicker,15,27,0,0,0,0;
60986,2efede6d0c55ef39455f27845fdaba79b8aca38842b28c2cb2e6a3f324a8fb86,Gunstruction,net.Gunstruction.Gunstruction,16,29,1,0,1,1;
60987,2efeed11c20b4b1465a88078819c9729f8379bacc18e5ab19938887db7a8a893,Valentine Hearts Live Wallpaper,com.dakshapps.valentinehearts,8,29,0,0,0,0;
60988,2efef71e15953edad6b9d95ab62e99880c52c1808b45d0a987d560b3b13a9aed,Ocarina Simulator,com.otakteamproductions.ocarina,16,28,1,0,1,1;
60989,2efef7c0f9b98279095848ec77fc80cc62d56f57a6fffece1228a472117701fe,Extreme City GT Racing Stunts,com.gamepixelsstudio.extreme.gtracing.stunts.city,15,28,0,0,1,0;
60990,2efef7fd692ee73e147ad626e69f73eb341512d1d9f28e2b9f17c28871a76b48,Car Racing 2018,com.car.race.supercar,15,26,4,0,4,4;
60991,2eff0dcd94f3afe664916466310fef900554166011dc729e6f45c46553d4102f,SelfieGifi,com.deleta.SelfieGifi,19,24,0,0,0,0;
60992,2eff0e58c8c1da5e287e1d1e24fc129b373da193bce8538d7829b295c08c7f08,TRIO Traiteur,com.wTRIOTraiteur_10220976,16,28,0,0,0,0;
60993,2eff199e257a6843d33b4dd3e36fba6e90d0d5e0c350a6f73354e4b14321de8d,The Movement Athlete,com.themovementathlete,20,26,0,0,0,0;
60994,2eff3117b0b36952bc01093704f25266d18dbbe1e6000a8679f68ff7878c9183,Tower Sandwich,com.cookapps.wooa,16,28,0,0,0,0;
60995,2eff3ebcbe5629df790da6dbaf4e1b258c25a5f5af6abbbb028665265933504b,Handsome Waiter Boy Rescue Best Escape Game-385,air.com.games4king.HandsomeWaiterBoyRescueBestEscapeGame385,9,28,0,0,0,0;
60996,2eff58cd6d03fc86c66349e9da2c82545e706309f6a3271dcc7c25f56e066de6,DNA Físico e Quântico,appinventor.ai_ibm_procaci.DNAPositivo8,7,29,1,0,1,1;
60997,2eff9b3edc3cd6abd26eef2b76c6541dce736484279b76413b28ef94cd2b8036,Tales of Thorn: Global,com.wanda.totusa,16,26,0,0,0,0;
60998,2eff9ff1c1ef2dcf584f15dc06decd94a320dfe24afbbf148bb880255ef1deb0,Email Marketing Templates,com.EmailmarketingTemplates.suman,19,30,0,0,0,0;
60999,2effa2774a0cad60b2af013abd195e145d5394d2734511a26664dd990c27ef78,Short Keys,com.bi.shortkeys,19,29,1,0,0,1;
61000,2effb1b2da9b3335ae417e2d726f8bda6f38743b0251900be28ed77a4cecc790,킹덤스토리,com.nhnent.SK10392,15,26,0,0,0,0;
